Operating System,Percentage
Raspberry Pi OS (32-bit),41.20%
Raspberry Pi OS (other),22.45%
Ubuntu,16.47%
RetroPie,4.84%
Recalbox,4.78%
Bootloader,4.11%
LibreELEC,2.68%
Manjaro ARM Linux,2.03%
RISC OS Pi,0.65%
OctoPi,0.46%
info-beamer digital signage,0.20%
ALT,0.06%
TLXOS,0.06%
Misc utility images,0.00%
