Image,Percentage
Raspberry Pi OS (32-bit),46.34%
Raspberry Pi OS Lite (32-bit),14.12%
Raspberry Pi OS Full (32-bit),10.14%
Ubuntu Desktop 20.10 (RPi 4/400),5.77%
RetroPie 4.7.1 (RPI 4/400),3.07%
Raspberry Pi 4 EEPROM boot recovery,2.38%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.29%
Recalbox 7.1.1-Reloaded (Pi 3),2.20%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.11%
RetroPie 4.7.1 (RPI 2/3),1.78%
LibreELEC (RPi4),1.70%
Ubuntu Server 20.10 (RPi 3/4/400),1.60%
LibreELEC (RPi2/RPi3),1.43%
RISC OS (5.28),1.02%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.89%
RetroPie 4.7.1 (RPI 1/Zero),0.75%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.60%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.47%
Ubuntu Core 18 (RPi 3/4),0.42%
LibreELEC (RPi0/RPi1),0.31%
Ubuntu Core 18 (RPi 2/3/4),0.28%
Recalbox 7.1.1-Reloaded (Pi 2),0.23%
TLXOS RPi 4.9.2 (latest),0.09%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
TLXOS RPi 4.8.0 (LTS),0.01%
