Operating System,Percentage
Raspberry Pi OS (32-bit),42.28%
Raspberry Pi OS (other),23.52%
Ubuntu,14.80%
RetroPie,4.90%
Bootloader,4.30%
Recalbox,4.00%
LibreELEC,2.79%
Manjaro ARM Linux,2.06%
RISC OS Pi,0.63%
OctoPi,0.47%
info-beamer digital signage,0.09%
ALT,0.09%
TLXOS,0.06%
Misc utility images,0.00%
