Image,Percentage
Raspberry Pi OS (32-bit),47.08%
Raspberry Pi OS Lite (32-bit),14.82%
Raspberry Pi OS Full (32-bit),10.01%
Ubuntu Desktop 20.10 (RPi 4/400),5.74%
RetroPie 4.7.1 (RPI 4/400),2.68%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.65%
Raspberry Pi 4 EEPROM boot recovery,2.39%
Ubuntu Server 20.10 (RPi 3/4/400),1.90%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.80%
RetroPie 4.7.1 (RPI 2/3),1.76%
Recalbox 7.1.1-Reloaded (Pi 3),1.64%
LibreELEC (RPi4),1.44%
LibreELEC (RPi2/RPi3),1.10%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.01%
RISC OS (5.28),0.92%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.66%
RetroPie 4.7.1 (RPI 1/Zero),0.56%
Ubuntu Core 18 (RPi 3/4),0.51%
Ubuntu Core 18 (RPi 2/3/4),0.41%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.32%
LibreELEC (RPi0/RPi1),0.28%
Recalbox 7.1.1-Reloaded (Pi 2),0.17%
TLXOS RPi 4.9.3 (latest),0.12%
TLXOS RPi IoT 4.8.1 (LTS),0.03%
