Operating System,Percentage
Raspberry Pi OS (32-bit),42.99%
Raspberry Pi OS (other),23.83%
Ubuntu,14.21%
RetroPie,4.86%
Bootloader,4.31%
Recalbox,3.58%
LibreELEC,2.81%
Manjaro ARM Linux,2.09%
RISC OS Pi,0.66%
OctoPi,0.48%
ALT,0.09%
TLXOS,0.06%
info-beamer digital signage,0.05%
Misc utility images,0.00%
