Operating System,Percentage
Raspberry Pi OS (32-bit),38.33%
Raspberry Pi OS (other),21.91%
Ubuntu,14.43%
Bootloader,5.67%
OctoPi,4.87%
RetroPie,4.16%
Recalbox,2.84%
Manjaro ARM Linux,2.01%
LibreELEC,1.51%
OSMC,1.46%
Home Assistant,1.08%
Homebridge,0.91%
RISC OS Pi,0.57%
info-beamer digital signage,0.14%
TLXOS,0.05%
ALT,0.05%
