Operating System,Percentage
Raspberry Pi OS (32-bit),41.24%
Raspberry Pi OS (other),22.70%
Ubuntu,16.37%
RetroPie,4.73%
Bootloader,4.36%
Recalbox,4.33%
LibreELEC,2.74%
Manjaro ARM Linux,2.07%
RISC OS Pi,0.68%
OctoPi,0.44%
info-beamer digital signage,0.21%
ALT,0.06%
TLXOS,0.06%
Homebridge,0.02%
