Operating System,Percentage
Raspberry Pi OS (32-bit),46.05%
Raspberry Pi OS (other),24.53%
Ubuntu,12.71%
RetroPie,5.33%
Recalbox,3.90%
LibreELEC,3.26%
Misc utility images,2.34%
RISC OS Pi,0.89%
Manjaro ARM Linux,0.50%
Bootloader,0.38%
TLXOS,0.11%
