Operating System,Percentage
Raspberry Pi OS (32-bit),42.41%
Raspberry Pi OS (other),23.59%
Ubuntu,14.63%
RetroPie,4.92%
Bootloader,4.29%
Recalbox,3.94%
LibreELEC,2.81%
Manjaro ARM Linux,2.08%
RISC OS Pi,0.64%
OctoPi,0.48%
ALT,0.09%
info-beamer digital signage,0.08%
TLXOS,0.06%
Misc utility images,0.00%
