Operating System,Percentage
Raspberry Pi OS (32-bit),41.97%
Raspberry Pi OS (other),23.40%
Ubuntu,15.01%
RetroPie,4.96%
Bootloader,4.27%
Recalbox,4.14%
LibreELEC,2.84%
Manjaro ARM Linux,2.06%
RISC OS Pi,0.64%
OctoPi,0.47%
info-beamer digital signage,0.11%
ALT,0.08%
TLXOS,0.05%
Misc utility images,0.00%
