Operating System,Percentage
Raspberry Pi OS (32-bit),38.85%
Raspberry Pi OS (other),22.72%
Ubuntu,14.64%
Bootloader,5.16%
OctoPi,4.79%
RetroPie,3.89%
Recalbox,2.56%
Manjaro ARM Linux,1.90%
LibreELEC,1.43%
OSMC,1.28%
Home Assistant,1.03%
Homebridge,0.92%
RISC OS Pi,0.59%
info-beamer digital signage,0.14%
ALT,0.05%
TLXOS,0.05%
