Operating System,Percentage
Raspberry Pi OS (32-bit),42.08%
Raspberry Pi OS (other),22.91%
Ubuntu,16.55%
Bootloader,4.62%
RetroPie,4.14%
Recalbox,3.80%
LibreELEC,2.37%
Manjaro ARM Linux,1.93%
RISC OS Pi,0.67%
OctoPi,0.39%
info-beamer digital signage,0.25%
Homebridge,0.16%
TLXOS,0.10%
ALT,0.04%
