Operating System,Percentage
Raspberry Pi OS (32-bit),47.04%
Raspberry Pi OS (other),24.65%
Ubuntu,12.23%
RetroPie,4.98%
Recalbox,4.45%
LibreELEC,3.28%
Misc utility images,2.27%
RISC OS Pi,0.98%
TLXOS,0.12%
