Image,Percentage
Raspberry Pi OS (32-bit),46.44%
Raspberry Pi OS Lite (32-bit),14.87%
Raspberry Pi OS Full (32-bit),9.78%
Ubuntu Desktop 20.10 (RPi 4/400),6.08%
RetroPie 4.7.1 (RPI 4/400),2.79%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.53%
Raspberry Pi 4 EEPROM boot recovery,2.42%
Ubuntu Server 20.10 (RPi 3/4/400),1.94%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.82%
RetroPie 4.7.1 (RPI 2/3),1.71%
LibreELEC (RPi4),1.56%
Recalbox 7.1.1-Reloaded (Pi 3),1.49%
LibreELEC (RPi2/RPi3),1.25%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.13%
RISC OS (5.28),0.84%
RetroPie 4.7.1 (RPI 1/Zero),0.72%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.70%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.57%
Ubuntu Core 18 (RPi 3/4),0.43%
Ubuntu Core 18 (RPi 2/3/4),0.35%
LibreELEC (RPi0/RPi1),0.31%
Recalbox 7.1.1-Reloaded (Pi 2),0.18%
TLXOS RPi 4.9.3 (latest),0.07%
TLXOS RPi 4.8.1 (LTS),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
