Operating System,Percentage
Raspberry Pi OS (32-bit),46.23%
Raspberry Pi OS (other),24.50%
Ubuntu,13.06%
RetroPie,5.45%
Recalbox,4.00%
LibreELEC,3.18%
Misc utility images,2.49%
RISC OS Pi,0.99%
TLXOS,0.09%
