Operating System,Percentage
Raspberry Pi OS (32-bit),47.01%
Raspberry Pi OS (other),24.74%
Ubuntu,11.75%
RetroPie,5.19%
Recalbox,4.74%
LibreELEC,3.20%
Misc utility images,2.28%
RISC OS Pi,0.97%
TLXOS,0.11%
