Image,Percentage
Raspberry Pi OS (32-bit),43.45%
Raspberry Pi OS Lite (32-bit),14.31%
Raspberry Pi OS Full (32-bit),9.72%
Ubuntu Desktop 20.10 (RPi 4/400),5.70%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.22%
RetroPie 4.7.1 (RPI 4/400),2.57%
USB Boot,2.38%
Ubuntu Server 20.10 (RPi 3/4/400),1.93%
SD Card Boot,1.77%
RetroPie 4.7.1 (RPI 2/3),1.67%
Recalbox 7.1.1-Reloaded (Pi 3),1.54%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.53%
LibreELEC (RPi4),1.40%
LibreELEC (RPi2/RPi3),1.16%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.02%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.88%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.83%
RetroPie 4.7.1 (RPI 1/Zero),0.67%
RISC OS (5.28),0.64%
Ubuntu Core 18 (RPi 3/4),0.50%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.47%
OctoPi,0.44%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.35%
Ubuntu Core 18 (RPi 2/3/4),0.33%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.29%
LibreELEC (RPi0/RPi1),0.26%
Recalbox 7.1.1-Reloaded (Pi 2),0.18%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.17%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.14%
Network Boot,0.14%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.08%
TLXOS RPi 4.9.3 (latest),0.04%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.04%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.03%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
Simply Linux 9.0 (Raspberry Pi 4),0.03%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
OctoPi (mirror),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
