Operating System,Percentage
Raspberry Pi OS (32-bit),38.28%
Raspberry Pi OS (other),22.87%
Ubuntu,16.13%
RetroPie,5.44%
Recalbox,5.43%
Bootloader,4.65%
LibreELEC,2.75%
Manjaro ARM Linux,2.23%
Homebridge,0.82%
RISC OS Pi,0.70%
OctoPi,0.45%
info-beamer digital signage,0.15%
ALT,0.06%
TLXOS,0.03%
