Image,Percentage
Raspberry Pi OS (32-bit),38.28%
Raspberry Pi OS Lite (32-bit),13.99%
Raspberry Pi OS Full (32-bit),8.88%
Ubuntu Desktop 21.04 (RPi 4/400),7.36%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.30%
RetroPie 4.7.1 (RPI 4/400),2.88%
Ubuntu Server 21.04 (RPi 3/4/400),2.61%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,2.51%
SD Card Boot,2.31%
Recalbox 7.2.1-Reloaded - Pi3,2.15%
USB Boot,2.14%
RetroPie 4.7.1 (RPI 2/3),1.85%
LibreELEC (RPi4),1.44%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),1.13%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),1.12%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.11%
LibreELEC (RPi2/RPi3),1.02%
Homebridge,0.82%
RetroPie 4.7.1 (RPI 1/Zero),0.71%
RISC OS (5.28),0.70%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.56%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.56%
OctoPi,0.45%
Ubuntu Core 18 (RPi 3/4),0.38%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.33%
LibreELEC (RPi0/RPi1),0.29%
Ubuntu Core 18 (RPi 2/3/4),0.23%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.22%
Network Boot,0.20%
Recalbox 7.2.1-Reloaded - Pi2,0.19%
info-beamer OS,0.13%
TLXOS RPi 4.9.3 (latest),0.03%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
info-beamer OS (testing),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
Recalbox 7.2-Reloaded - Pi3,0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
