Image,Percentage
Raspberry Pi OS (32-bit),46.30%
Raspberry Pi OS Lite (32-bit),14.78%
Raspberry Pi OS Full (32-bit),10.05%
Ubuntu Desktop 20.10 (RPi 4/400),5.84%
RetroPie 4.7.1 (RPI 4/400),2.64%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.50%
Raspberry Pi 4 EEPROM boot recovery,2.35%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.90%
Recalbox 7.1.1-Reloaded (Pi 3),1.87%
Ubuntu Server 20.10 (RPi 3/4/400),1.74%
RetroPie 4.7.1 (RPI 2/3),1.73%
LibreELEC (RPi4),1.67%
LibreELEC (RPi2/RPi3),1.40%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.00%
RISC OS (5.28),0.97%
RetroPie 4.7.1 (RPI 1/Zero),0.68%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.68%
Ubuntu Core 18 (RPi 3/4),0.56%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.37%
Ubuntu Core 18 (RPi 2/3/4),0.37%
LibreELEC (RPi0/RPi1),0.31%
Recalbox 7.1.1-Reloaded (Pi 2),0.19%
TLXOS RPi 4.9.3 (latest),0.10%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
