Operating System,Percentage
Raspberry Pi OS (32-bit),48.28%
Raspberry Pi OS (other),24.38%
Ubuntu,11.36%
RetroPie,5.55%
Recalbox,3.73%
LibreELEC,3.36%
Misc utility images,2.30%
RISC OS Pi,0.93%
TLXOS,0.10%
