Operating System,Percentage
Raspberry Pi OS (32-bit),40.27%
Raspberry Pi OS (other),22.61%
Ubuntu,16.38%
Bootloader,4.52%
RetroPie,4.47%
Recalbox,4.37%
LibreELEC,2.81%
Manjaro ARM Linux,2.08%
Homebridge,0.84%
RISC OS Pi,0.82%
OctoPi,0.49%
info-beamer digital signage,0.26%
TLXOS,0.05%
ALT,0.05%
