Operating System,Percentage
Raspberry Pi OS (32-bit),45.41%
Raspberry Pi OS (other),23.55%
Ubuntu,13.37%
RetroPie,4.49%
Bootloader,4.21%
Recalbox,3.26%
LibreELEC,2.69%
Manjaro ARM Linux,1.82%
RISC OS Pi,0.58%
OctoPi,0.47%
TLXOS,0.07%
ALT,0.07%
