Image,Percentage
Raspberry Pi OS (32-bit),48.19%
Raspberry Pi OS Lite (32-bit),14.34%
Raspberry Pi OS Full (32-bit),9.97%
Ubuntu Desktop 20.10 (RPi 4/400),5.49%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.39%
Raspberry Pi 4 EEPROM boot recovery,2.39%
RetroPie 4.7.1 (RPI 4/400),2.36%
RetroPie 4.7.1 (RPI 2/3),1.90%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.67%
LibreELEC (RPi4),1.67%
Ubuntu Server 20.10 (RPi 3/4/400),1.66%
Recalbox 7.1.1-Reloaded (Pi 3),1.57%
LibreELEC (RPi2/RPi3),1.33%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.89%
RISC OS (5.28),0.84%
Ubuntu Core 18 (RPi 3/4),0.82%
RetroPie 4.7.1 (RPI 1/Zero),0.70%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.60%
Ubuntu Core 18 (RPi 2/3/4),0.39%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.27%
LibreELEC (RPi0/RPi1),0.24%
Recalbox 7.1.1-Reloaded (Pi 2),0.21%
TLXOS RPi 4.9.3 (latest),0.09%
TLXOS RPi IoT 4.8.1 (LTS),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
