Operating System,Percentage
Raspberry Pi OS (32-bit),42.68%
Raspberry Pi OS (other),24.11%
Ubuntu,14.17%
RetroPie,5.07%
Bootloader,4.21%
Recalbox,3.56%
LibreELEC,2.82%
Manjaro ARM Linux,2.05%
RISC OS Pi,0.65%
OctoPi,0.47%
ALT,0.11%
TLXOS,0.05%
info-beamer digital signage,0.05%
