Operating System,Percentage
Raspberry Pi OS (32-bit),45.42%
Raspberry Pi OS (other),24.66%
Ubuntu,12.63%
RetroPie,5.30%
Recalbox,4.90%
LibreELEC,3.90%
Misc utility images,2.02%
RISC OS Pi,1.04%
TLXOS,0.13%
