Operating System,Percentage
Raspberry Pi OS (32-bit),46.97%
Raspberry Pi OS (other),24.74%
Ubuntu,11.76%
RetroPie,5.18%
Recalbox,4.74%
LibreELEC,3.23%
Misc utility images,2.29%
RISC OS Pi,0.97%
TLXOS,0.12%
