Operating System,Percentage
Raspberry Pi OS (32-bit),42.86%
Raspberry Pi OS (other),23.43%
Ubuntu,14.49%
RetroPie,5.15%
Bootloader,4.13%
Recalbox,3.41%
LibreELEC,2.89%
Manjaro ARM Linux,2.27%
RISC OS Pi,0.81%
OctoPi,0.46%
TLXOS,0.08%
