Operating System,Percentage
Raspberry Pi OS (32-bit),45.71%
Raspberry Pi OS (other),24.54%
Ubuntu,12.72%
RetroPie,5.40%
Recalbox,4.02%
LibreELEC,3.25%
Misc utility images,1.94%
RISC OS Pi,0.91%
Bootloader,0.82%
Manjaro ARM Linux,0.54%
TLXOS,0.10%
OctoPi,0.04%
