Operating System,Percentage
Raspberry Pi OS (32-bit),47.47%
Raspberry Pi OS (other),24.58%
Ubuntu,11.63%
RetroPie,5.47%
Recalbox,4.21%
LibreELEC,3.28%
Misc utility images,2.32%
RISC OS Pi,0.94%
TLXOS,0.11%
