Operating System,Percentage
Raspberry Pi OS (32-bit),42.03%
Raspberry Pi OS (other),23.06%
Ubuntu,17.01%
RetroPie,4.32%
Bootloader,4.01%
Recalbox,3.21%
LibreELEC,2.63%
Manjaro ARM Linux,2.28%
RISC OS Pi,0.63%
OctoPi,0.59%
info-beamer digital signage,0.15%
ALT,0.05%
TLXOS,0.03%
