Operating System,Percentage
Raspberry Pi OS (32-bit),43.28%
Raspberry Pi OS (other),23.91%
Ubuntu,13.65%
RetroPie,5.01%
Bootloader,4.27%
Recalbox,3.57%
LibreELEC,2.89%
Manjaro ARM Linux,2.15%
RISC OS Pi,0.70%
OctoPi,0.43%
TLXOS,0.06%
ALT,0.06%
Misc utility images,0.00%
