Image,Percentage
Raspberry Pi OS (32-bit),45.34%
Raspberry Pi OS Lite (32-bit),14.45%
Raspberry Pi OS Full (32-bit),9.86%
Ubuntu Desktop 20.10 (RPi 4/400),6.67%
RetroPie 4.7.1 (RPI 4/400),3.29%
Raspberry Pi 4 EEPROM boot recovery,2.71%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.30%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.21%
Recalbox 7.1.1-Reloaded (Pi 3),1.98%
RetroPie 4.7.1 (RPI 2/3),1.67%
LibreELEC (RPi4),1.57%
Ubuntu Server 20.10 (RPi 3/4/400),1.53%
LibreELEC (RPi2/RPi3),1.21%
RISC OS (5.28),1.00%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.93%
RetroPie 4.7.1 (RPI 1/Zero),0.76%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.52%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.45%
Ubuntu Core 18 (RPi 3/4),0.44%
LibreELEC (RPi0/RPi1),0.42%
Recalbox 7.1.1-Reloaded (Pi 2),0.35%
Ubuntu Core 18 (RPi 2/3/4),0.30%
TLXOS RPi 4.9.2 (latest),0.03%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
TLXOS RPi 4.8.0 (LTS),0.01%
