Operating System,Percentage
Raspberry Pi OS (32-bit),38.46%
Raspberry Pi OS (other),22.49%
Ubuntu,14.52%
Bootloader,5.28%
OctoPi,4.82%
RetroPie,4.07%
Recalbox,2.68%
Manjaro ARM Linux,2.00%
LibreELEC,1.51%
OSMC,1.40%
Home Assistant,1.05%
Homebridge,0.89%
RISC OS Pi,0.59%
info-beamer digital signage,0.15%
TLXOS,0.05%
ALT,0.05%
