Operating System,Percentage
Raspberry Pi OS (32-bit),37.92%
Raspberry Pi OS (other),21.81%
Ubuntu,16.59%
Recalbox,6.99%
RetroPie,5.60%
Bootloader,4.07%
LibreELEC,3.11%
Manjaro ARM Linux,2.39%
RISC OS Pi,0.80%
OctoPi,0.41%
info-beamer digital signage,0.18%
ALT,0.10%
TLXOS,0.03%
