Operating System,Percentage
Raspberry Pi OS (32-bit),46.55%
Raspberry Pi OS (other),23.96%
Ubuntu,11.49%
RetroPie,5.90%
Recalbox,5.29%
LibreELEC,3.41%
Misc utility images,2.33%
RISC OS Pi,0.96%
TLXOS,0.11%
