Operating System,Percentage
Raspberry Pi OS (32-bit),39.49%
Raspberry Pi OS (other),23.46%
Ubuntu,14.59%
Bootloader,5.03%
OctoPi,4.44%
RetroPie,3.56%
Recalbox,2.54%
Manjaro ARM Linux,1.65%
OSMC,1.31%
LibreELEC,1.28%
Home Assistant,1.02%
Homebridge,0.88%
RISC OS Pi,0.50%
info-beamer digital signage,0.14%
ALT,0.06%
TLXOS,0.04%
