Image,Percentage
Raspberry Pi OS (32-bit),40.50%
Raspberry Pi OS Lite (32-bit),13.63%
Raspberry Pi OS Full (32-bit),8.90%
Ubuntu Desktop 21.04 (RPi 4/400),7.61%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.57%
Ubuntu Server 21.04 (RPi 3/4/400),2.63%
RetroPie 4.7.1 (RPI 4/400),2.50%
SD Card Boot,2.17%
USB Boot,1.98%
RetroPie 4.7.1 (RPI 2/3),1.62%
LibreELEC (RPi4),1.36%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.18%
LibreELEC (RPi2/RPi3),1.12%
Recalbox 7.2-Reloaded - Pi4 / Pi400,1.01%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,0.97%
Recalbox 7.2-Reloaded - Pi3,0.90%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.90%
Recalbox 7.2.1-Reloaded - Pi3,0.90%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.89%
RISC OS (5.28),0.72%
RetroPie 4.7.1 (RPI 1/Zero),0.63%
Ubuntu Core 18 (RPi 3/4),0.54%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.54%
Homebridge,0.50%
OctoPi,0.43%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.32%
Ubuntu Core 18 (RPi 2/3/4),0.31%
LibreELEC (RPi0/RPi1),0.25%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.23%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.20%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.18%
info-beamer OS,0.18%
Network Boot,0.14%
Recalbox 7.2.1-Reloaded - Pi2,0.10%
Recalbox 7.2-Reloaded - Pi2,0.07%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),0.05%
Home Assistant OS 5.13 (RPi 4/400),0.04%
TLXOS RPi 4.9.3 (latest),0.03%
Recalbox 7.1.1-Reloaded (Pi 3),0.03%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
Home Assistant OS 5.13 (RPi 3),0.03%
TLXOS RPi 4.10.0 (latest),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
info-beamer OS (testing),0.02%
OctoPi (mirror),0.01%
TLXOS RPi 4.8.2 (LTS),0.01%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
Recalbox 7.1.1-Reloaded (Pi 2),0.00%
