Image,Percentage
Raspberry Pi OS (32-bit),40.82%
Raspberry Pi OS Lite (32-bit),13.21%
Raspberry Pi OS Full (32-bit),8.69%
Ubuntu Desktop 21.04 (RPi 4/400),6.45%
OctoPi,4.80%
USB Boot,3.17%
Ubuntu Server 20.04.3 LTS (RPi 3/4/400),3.04%
Ubuntu Server 21.04 (RPi 3/4/400),2.50%
RetroPie 4.7.1 (RPI 4/400),2.00%
SD Card Boot,1.82%
RetroPie 4.7.1 (RPI 2/3),1.37%
LibreELEC (RPi4),1.28%
Recalbox 7.2.2-Reloaded - Pi4 / Pi400,1.13%
Homebridge,1.03%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.01%
Recalbox 7.2.2-Reloaded - Pi3,0.94%
Ubuntu Server 20.04.3 LTS (RPi 2/3/4/400),0.74%
Manjaro ARM KDE Plasma 21.08 (RPi 3/3+/4/400),0.63%
Home Assistant OS 6.2 (RPi 4/400),0.62%
RISC OS (5.28),0.56%
Manjaro ARM XFCE 21.08 (RPi 3/3+/4/400),0.55%
OSMC (Pi 2/3),0.50%
OSMC (Pi 4 / Pi 400),0.38%
Ubuntu Core 20 (RPi 3/4),0.36%
RetroPie 4.7.1 (RPI 1/Zero),0.33%
Manjaro ARM Gnome 21.08 (RPi 3/3+/4/400),0.30%
Home Assistant OS 6.2 (RPi 3),0.27%
Ubuntu Core 20 (RPi 2/3/4),0.25%
Recalbox 7.2.2-Reloaded - Pi0 / Pi1 / GPiCase,0.19%
info-beamer OS,0.17%
Network Boot,0.16%
OctoPi (mirror),0.13%
OSMC (Pi 0/1),0.13%
Manjaro ARM Minimal 21.08 (RPi 3/3+/4/400),0.13%
Recalbox 7.2.2-Reloaded - Pi2,0.09%
Manjaro ARM MATE 21.08 (RPi 3/3+/4/400),0.07%
ALT Workstation 9.2 (Raspberry Pi 4/3),0.04%
info-beamer OS (testing),0.03%
Manjaro ARM Sway 21.08 (RPi 3/3+/4/400),0.03%
TLXOS RPi 4.10.0 (latest),0.03%
ALT Education 9.2 (Raspberry Pi 4/3),0.01%
TLXOS RPi IoT 4.8.2 (LTS),0.01%
TLXOS RPi 4.8.2 (LTS),0.01%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
