Operating System,Percentage
Raspberry Pi OS (32-bit),47.61%
Raspberry Pi OS (other),23.62%
Ubuntu,13.03%
Recalbox,4.39%
RetroPie,4.38%
LibreELEC,3.35%
Misc utility images,2.63%
RISC OS Pi,0.87%
TLXOS,0.12%
