Operating System,Percentage
Raspberry Pi OS (32-bit),40.20%
Raspberry Pi OS (other),21.42%
Ubuntu,15.09%
OctoPi,5.27%
Bootloader,4.71%
RetroPie,3.67%
Recalbox,2.49%
Manjaro ARM Linux,1.72%
LibreELEC,1.40%
OSMC,1.16%
Home Assistant,1.06%
Homebridge,1.05%
RISC OS Pi,0.49%
info-beamer digital signage,0.17%
TLXOS,0.08%
ALT,0.01%
