Operating System,Percentage
Raspberry Pi OS (32-bit),40.50%
Raspberry Pi OS (other),22.52%
Ubuntu,16.75%
RetroPie,4.75%
Recalbox,4.42%
Bootloader,4.29%
LibreELEC,2.73%
Manjaro ARM Linux,1.98%
RISC OS Pi,0.71%
Homebridge,0.50%
OctoPi,0.44%
info-beamer digital signage,0.20%
TLXOS,0.08%
Home Assistant,0.06%
ALT,0.06%
Misc utility images,0.00%
