Operating System,Percentage
Raspberry Pi OS (32-bit),47.18%
Raspberry Pi OS (other),24.87%
Ubuntu,11.86%
RetroPie,5.01%
Recalbox,4.55%
LibreELEC,3.18%
Misc utility images,2.27%
RISC OS Pi,0.96%
TLXOS,0.12%
