Operating System,Percentage
Raspberry Pi OS (32-bit),41.27%
Raspberry Pi OS (other),22.78%
Ubuntu,14.41%
RetroPie,5.97%
Bootloader,4.21%
Recalbox,4.00%
LibreELEC,3.31%
Manjaro ARM Linux,2.62%
RISC OS Pi,0.93%
OctoPi,0.45%
TLXOS,0.06%
