Operating System,Percentage
Raspberry Pi OS (32-bit),38.94%
Raspberry Pi OS (other),22.99%
Ubuntu,16.88%
RetroPie,5.05%
Bootloader,4.44%
Recalbox,4.31%
LibreELEC,3.00%
Manjaro ARM Linux,1.93%
Homebridge,0.96%
RISC OS Pi,0.86%
OctoPi,0.38%
info-beamer digital signage,0.22%
TLXOS,0.04%
ALT,0.01%
