Image,Percentage
Raspberry Pi OS (32-bit),40.49%
Raspberry Pi OS Lite (32-bit),13.45%
Raspberry Pi OS Full (32-bit),8.90%
Ubuntu Desktop 21.04 (RPi 4/400),7.44%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.64%
RetroPie 4.7.1 (RPI 4/400),2.58%
Ubuntu Server 21.04 (RPi 3/4/400),2.57%
Recalbox 7.2-Reloaded - Pi4 / Pi400,2.47%
Recalbox 7.2-Reloaded - Pi3,2.17%
SD Card Boot,2.08%
USB Boot,2.01%
RetroPie 4.7.1 (RPI 2/3),1.63%
LibreELEC (RPi4),1.36%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.17%
LibreELEC (RPi2/RPi3),1.14%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.97%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.92%
RISC OS (5.28),0.69%
RetroPie 4.7.1 (RPI 1/Zero),0.67%
Ubuntu Core 18 (RPi 3/4),0.54%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.53%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.45%
OctoPi,0.40%
Ubuntu Core 18 (RPi 2/3/4),0.32%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.32%
LibreELEC (RPi0/RPi1),0.23%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.21%
Recalbox 7.2-Reloaded - Pi2,0.18%
info-beamer OS,0.17%
Network Boot,0.15%
TLXOS RPi 4.9.3 (latest),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
OctoPi (mirror),0.02%
info-beamer OS (testing),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.01%
Simply Linux 9.0 (Raspberry Pi 4),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),0.00%
Recalbox 7.1.1-Reloaded (Pi 3),0.00%
Simply Linux 9.1 (Raspberry Pi 4/3),0.00%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.00%
