Image,Percentage
Raspberry Pi OS (32-bit),47.23%
Raspberry Pi OS Lite (32-bit),14.74%
Raspberry Pi OS Full (32-bit),9.94%
Ubuntu Desktop 20.10 (RPi 4/400),5.53%
RetroPie 4.7.1 (RPI 4/400),2.70%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.22%
Raspberry Pi 4 EEPROM boot recovery,2.21%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.08%
Recalbox 7.1.1-Reloaded (Pi 3),1.93%
RetroPie 4.7.1 (RPI 2/3),1.65%
LibreELEC (RPi4),1.65%
Ubuntu Server 20.10 (RPi 3/4/400),1.64%
LibreELEC (RPi2/RPi3),1.31%
RISC OS (5.28),1.03%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.95%
RetroPie 4.7.1 (RPI 1/Zero),0.67%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.61%
Ubuntu Core 18 (RPi 3/4),0.49%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.42%
Ubuntu Core 18 (RPi 2/3/4),0.33%
LibreELEC (RPi0/RPi1),0.33%
Recalbox 7.1.1-Reloaded (Pi 2),0.22%
TLXOS RPi 4.9.2 (latest),0.09%
TLXOS RPi 4.8.0 (LTS),0.02%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
