Image,Percentage
Raspberry Pi OS (32-bit),45.59%
Raspberry Pi OS Lite (32-bit),14.41%
Raspberry Pi OS Full (32-bit),9.52%
Ubuntu Desktop 20.10 (RPi 4/400),5.54%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.46%
RetroPie 4.7.1 (RPI 4/400),2.38%
Ubuntu Server 20.10 (RPi 3/4/400),1.82%
RetroPie 4.7.1 (RPI 2/3),1.73%
SD Card Boot,1.50%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.45%
USB Boot,1.40%
LibreELEC (RPi2/RPi3),1.39%
Recalbox 7.1.1-Reloaded (Pi 3),1.34%
LibreELEC (RPi4),1.32%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),1.06%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.00%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.84%
RetroPie 4.7.1 (RPI 1/Zero),0.82%
RISC OS (5.28),0.79%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.63%
Ubuntu Core 18 (RPi 3/4),0.61%
Raspberry Pi 4 EEPROM boot recovery,0.58%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.35%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.34%
Ubuntu Core 18 (RPi 2/3/4),0.26%
LibreELEC (RPi0/RPi1),0.25%
Recalbox 7.1.1-Reloaded (Pi 2),0.21%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.20%
Network Boot,0.11%
TLXOS RPi 4.9.3 (latest),0.09%
TLXOS RPi 4.8.1 (LTS),0.03%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
