Operating System,Percentage
Raspberry Pi OS (32-bit),44.03%
Raspberry Pi OS (other),25.62%
Ubuntu,11.85%
RetroPie,6.10%
Recalbox,5.43%
LibreELEC,3.65%
Misc utility images,2.19%
RISC OS Pi,1.05%
TLXOS,0.09%
