Image,Percentage
Raspberry Pi OS (32-bit),36.16%
Raspberry Pi OS Lite (32-bit),15.18%
Raspberry Pi OS Full (32-bit),8.09%
Ubuntu Desktop 21.04 (RPi 4/400),5.82%
OctoPi,5.18%
USB Boot,3.46%
Ubuntu Server 20.04.3 LTS (RPi 3/4/400),3.08%
Ubuntu Server 21.04 (RPi 3/4/400),2.51%
RetroPie 4.7.1 (RPI 4/400),2.36%
SD Card Boot,1.86%
LibreELEC (RPi4),1.60%
RetroPie 4.7.1 (RPI 2/3),1.55%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.22%
Homebridge,1.21%
Recalbox 7.2.2-Reloaded - Pi3,1.19%
Recalbox 7.2.2-Reloaded - Pi4 / Pi400,1.08%
OSMC (Pi 2/3),0.92%
Ubuntu Server 20.04.3 LTS (RPi 2/3/4/400),0.82%
Manjaro ARM KDE Plasma 21.08 (RPi 3/3+/4/400),0.79%
Home Assistant OS 6.2 (RPi 4/400),0.79%
OSMC (Pi 4 / Pi 400),0.65%
Manjaro ARM XFCE 21.08 (RPi 3/3+/4/400),0.55%
RISC OS (5.28),0.49%
RetroPie 4.7.1 (RPI 1/Zero),0.47%
Home Assistant OS 6.2 (RPi 3),0.40%
Ubuntu Core 20 (RPi 3/4),0.38%
Ubuntu Core 20 (RPi 2/3/4),0.29%
Manjaro ARM MATE 21.08 (RPi 3/3+/4/400),0.23%
info-beamer OS,0.23%
OSMC (Pi 0/1),0.23%
Manjaro ARM Minimal 21.08 (RPi 3/3+/4/400),0.21%
Manjaro ARM Gnome 21.08 (RPi 3/3+/4/400),0.20%
Recalbox 7.2.2-Reloaded - Pi0 / Pi1 / GPiCase,0.19%
OctoPi (mirror),0.16%
Network Boot,0.13%
Recalbox 7.2.2-Reloaded - Pi2,0.11%
Manjaro ARM Sway 21.08 (RPi 3/3+/4/400),0.08%
info-beamer OS (testing),0.03%
TLXOS RPi 4.10.0 (latest),0.03%
TLXOS RPi 4.8.2 (LTS),0.03%
ALT Workstation 9.2 (Raspberry Pi 4/3),0.03%
TLXOS RPi IoT 4.8.2 (LTS),0.01%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
