Operating System,Percentage
Raspberry Pi OS (32-bit),41.03%
Raspberry Pi OS (other),22.81%
Ubuntu,16.31%
RetroPie,4.61%
Bootloader,4.40%
Recalbox,4.19%
LibreELEC,2.58%
Manjaro ARM Linux,1.98%
Homebridge,0.65%
RISC OS Pi,0.64%
OctoPi,0.44%
info-beamer digital signage,0.21%
ALT,0.07%
TLXOS,0.06%
