Operating System,Percentage
Raspberry Pi OS (32-bit),45.55%
Raspberry Pi OS (other),23.66%
Ubuntu,12.00%
RetroPie,5.91%
Recalbox,5.84%
LibreELEC,3.86%
Misc utility images,2.21%
RISC OS Pi,0.82%
TLXOS,0.15%
