Operating System,Percentage
Raspberry Pi OS (32-bit),41.62%
Raspberry Pi OS (other),22.51%
Ubuntu,16.10%
RetroPie,5.00%
Bootloader,4.15%
Recalbox,3.72%
LibreELEC,3.04%
Manjaro ARM Linux,2.30%
RISC OS Pi,0.78%
OctoPi,0.49%
info-beamer digital signage,0.15%
TLXOS,0.09%
ALT,0.06%
