Image,Percentage
Raspberry Pi OS (32-bit),45.54%
Raspberry Pi OS Lite (32-bit),14.47%
Raspberry Pi OS Full (32-bit),10.01%
Ubuntu Desktop 20.10 (RPi 4/400),5.83%
RetroPie 4.7.1 (RPI 4/400),2.78%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.64%
RetroPie 4.7.1 (RPI 2/3),1.87%
Ubuntu Server 20.10 (RPi 3/4/400),1.74%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.72%
Raspberry Pi 4 EEPROM boot recovery,1.71%
Recalbox 7.1.1-Reloaded (Pi 3),1.58%
LibreELEC (RPi4),1.58%
LibreELEC (RPi2/RPi3),1.34%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.98%
RISC OS (5.28),0.87%
RetroPie 4.7.1 (RPI 1/Zero),0.74%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.73%
SD Card Boot,0.60%
USB Boot,0.58%
Ubuntu Core 18 (RPi 3/4),0.55%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.38%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.36%
Ubuntu Core 18 (RPi 2/3/4),0.32%
LibreELEC (RPi0/RPi1),0.28%
Recalbox 7.1.1-Reloaded (Pi 2),0.20%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.17%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.13%
OctoPi,0.09%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.07%
TLXOS RPi 4.9.3 (latest),0.06%
Network Boot,0.05%
TLXOS RPi 4.8.1 (LTS),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
OctoPi (mirror),0.00%
