Operating System,Percentage
Raspberry Pi OS (32-bit),46.71%
Raspberry Pi OS (other),24.71%
Ubuntu,12.44%
RetroPie,5.06%
Recalbox,4.37%
LibreELEC,3.31%
Misc utility images,2.31%
RISC OS Pi,1.00%
TLXOS,0.11%
