Operating System,Percentage
Raspberry Pi OS (32-bit),41.50%
Raspberry Pi OS (other),23.10%
Ubuntu,15.60%
RetroPie,4.95%
Bootloader,4.27%
Recalbox,4.24%
LibreELEC,2.77%
Manjaro ARM Linux,2.05%
RISC OS Pi,0.66%
OctoPi,0.46%
info-beamer digital signage,0.16%
Homebridge,0.11%
ALT,0.07%
TLXOS,0.05%
Misc utility images,0.00%
