Operating System,Percentage
Raspberry Pi OS (32-bit),38.58%
Raspberry Pi OS (other),22.35%
Ubuntu,14.57%
Bootloader,5.33%
OctoPi,4.79%
RetroPie,4.04%
Recalbox,2.68%
Manjaro ARM Linux,2.02%
LibreELEC,1.52%
OSMC,1.38%
Home Assistant,1.03%
Homebridge,0.87%
RISC OS Pi,0.59%
info-beamer digital signage,0.15%
TLXOS,0.06%
ALT,0.05%
