Image,Percentage
Raspberry Pi OS (32-bit),46.60%
Raspberry Pi OS Lite (32-bit),14.60%
Raspberry Pi OS Full (32-bit),9.87%
Ubuntu Desktop 20.10 (RPi 4/400),5.85%
RetroPie 4.7.1 (RPI 4/400),2.60%
Raspberry Pi 4 EEPROM boot recovery,2.30%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.12%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.00%
Recalbox 7.1.1-Reloaded (Pi 3),1.77%
Ubuntu Server 20.10 (RPi 3/4/400),1.65%
RetroPie 4.7.1 (RPI 2/3),1.59%
LibreELEC (RPi4),1.55%
LibreELEC (RPi2/RPi3),1.43%
RISC OS (5.28),0.98%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.96%
RetroPie 4.7.1 (RPI 1/Zero),0.76%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.56%
Ubuntu Core 18 (RPi 3/4),0.56%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.45%
Ubuntu Core 18 (RPi 2/3/4),0.36%
LibreELEC (RPi0/RPi1),0.32%
Ubuntu Server 20.04.2 LTS (RPi 3/4),0.31%
Ubuntu Server 20.04.1 LTS (RPi 3/4),0.30%
Recalbox 7.1.1-Reloaded (Pi 2),0.20%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.11%
TLXOS RPi 4.9.3 (latest),0.09%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4),0.05%
TLXOS RPi IoT 4.8.1 (LTS),0.02%
TLXOS RPi 4.8.1 (LTS),0.02%
