Operating System,Percentage
Raspberry Pi OS (32-bit),43.05%
Raspberry Pi OS (other),24.03%
Ubuntu,13.64%
RetroPie,4.89%
Bootloader,4.47%
Recalbox,3.57%
LibreELEC,2.88%
Manjaro ARM Linux,2.15%
RISC OS Pi,0.68%
OctoPi,0.46%
ALT,0.11%
TLXOS,0.06%
