Operating System,Percentage
Raspberry Pi OS (32-bit),46.25%
Raspberry Pi OS (other),24.81%
Ubuntu,12.73%
RetroPie,5.33%
Recalbox,4.16%
LibreELEC,3.28%
Misc utility images,2.37%
RISC OS Pi,0.97%
TLXOS,0.10%
