Operating System,Percentage
Raspberry Pi OS (32-bit),40.98%
Raspberry Pi OS (other),22.61%
Ubuntu,16.50%
RetroPie,4.73%
Recalbox,4.34%
Bootloader,4.29%
LibreELEC,2.69%
Manjaro ARM Linux,1.99%
RISC OS Pi,0.69%
OctoPi,0.45%
Homebridge,0.40%
info-beamer digital signage,0.20%
TLXOS,0.07%
ALT,0.06%
Misc utility images,0.00%
