Operating System,Percentage
Raspberry Pi OS (32-bit),48.60%
Raspberry Pi OS (other),24.36%
Ubuntu,11.27%
RetroPie,5.53%
Recalbox,3.58%
LibreELEC,3.37%
Misc utility images,2.27%
RISC OS Pi,0.93%
TLXOS,0.10%
