Operating System,Percentage
Raspberry Pi OS (32-bit),41.92%
Raspberry Pi OS (other),23.55%
Ubuntu,15.00%
RetroPie,4.79%
Bootloader,4.23%
Recalbox,3.74%
LibreELEC,2.88%
Manjaro ARM Linux,2.40%
RISC OS Pi,0.55%
OctoPi,0.50%
info-beamer digital signage,0.26%
ALT,0.14%
TLXOS,0.04%
