Operating System,Percentage
Raspberry Pi OS (32-bit),44.31%
Raspberry Pi OS (other),23.89%
Ubuntu,12.83%
RetroPie,5.27%
Bootloader,4.06%
Recalbox,3.55%
LibreELEC,2.92%
Manjaro ARM Linux,2.07%
RISC OS Pi,0.68%
OctoPi,0.35%
TLXOS,0.06%
Misc utility images,0.00%
